baseline_weight,final_weight,calib_ndcg_mean,calib_ndcg_std
0.45,0.55,0.06444878509950122,0.001797633965907458
0.55,0.44999999999999996,0.06305890183998719,0.0019166410299052417
0.65,0.35,0.0628564584332064,0.0029223341450009994
