model,k,recall,hitrate,ndcg,map,mrr,users
baseline_retrieval_als,10,0.07990043559427505,0.07990043559427505,0.03687733144968581,0.02408712873243051,0.02408712873243051,8035
baseline_retrieval_als,20,0.14075917859365278,0.14075917859365278,0.052019993079892884,0.02811715010600111,0.02811715010600111,8035
baseline_retrieval_als,50,0.2796515245799627,0.2796515245799627,0.07936779407544292,0.03241916218027339,0.03241916218027339,8035
baseline_ranker,10,0.08699439950217797,0.08699439950217797,0.04098664865358327,0.027255607905887866,0.027255607905887866,8035
baseline_ranker,20,0.15482265090230243,0.15482265090230243,0.05800820459159587,0.03185984079800507,0.03185984079800507,8035
baseline_ranker,50,0.2882389545737399,0.2882389545737399,0.08437503346676711,0.03604909819687955,0.03604909819687955,8035
final_retrieval_two_tower_faiss_hybrid3,10,0.07641568139390167,0.07641568139390167,0.035741763412749664,0.023682401398642805,0.023682401398642805,8035
final_retrieval_two_tower_faiss_hybrid3,20,0.13690105787181084,0.13690105787181084,0.050959173715980445,0.02782043894407856,0.02782043894407856,8035
final_retrieval_two_tower_faiss_hybrid3,50,0.2698195395146235,0.2698195395146235,0.07703727579212577,0.031886252763500836,0.031886252763500836,8035
final_ranker_two_tower_hybrid3,10,0.09060360920970753,0.09060360920970753,0.04400269568057533,0.030024051520628908,0.030024051520628908,8035
final_ranker_two_tower_hybrid3,20,0.1583074051026758,0.1583074051026758,0.0610174741785868,0.034639427234594185,0.034639427234594185,8035
final_ranker_two_tower_hybrid3,50,0.2968263845675171,0.2968263845675171,0.08827007027735108,0.038919348904735064,0.038919348904735064,8035
final_ranker_ensemble,10,0.09471064094586186,0.09471064094586186,0.044878963727953254,0.030012840647563658,0.030012840647563658,8035
final_ranker_ensemble,20,0.15917859365276912,0.15917859365276912,0.060997833631761235,0.034341768361811166,0.034341768361811166,8035
final_ranker_ensemble,50,0.29956440572495335,0.29956440572495335,0.08865597200461767,0.038699481289626435,0.038699481289626435,8035
