model,k,recall,ndcg,map,mrr,users
baseline_retrieval_als,10,0.08014934660858743,0.03900000807510593,0.026716004385574976,0.026716004385574976,8035
baseline_retrieval_als,20,0.14561294337274425,0.055298648823956915,0.031058752091164456,0.031058752091164456,8035
baseline_retrieval_als,50,0.28873677660236463,0.08354418456457835,0.03553028361818643,0.03553028361818643,8035
baseline_ranker,10,0.0984443061605476,0.04587857077659774,0.030189942809731165,0.030189942809731165,8035
baseline_ranker,20,0.16378344741754822,0.062307621629619586,0.034651480050411895,0.034651480050411895,8035
baseline_ranker,50,0.3016801493466086,0.08945418238994486,0.03892644476382129,0.03892644476382129,8035
final_retrieval_two_tower_faiss_hybrid,10,0.07566894835096453,0.03699134858100569,0.025472634604557395,0.025472634604557395,8035
final_retrieval_two_tower_faiss_hybrid,20,0.1342874922215308,0.05164972994483983,0.029410976610034164,0.029410976610034164,8035
final_retrieval_two_tower_faiss_hybrid,50,0.2725575606720597,0.0788708154880156,0.03368955295172999,0.03368955295172999,8035
final_ranker_two_tower_hybrid,10,0.09508400746733042,0.04476907002556416,0.029759435406603994,0.029759435406603994,8035
final_ranker_two_tower_hybrid,20,0.16490354698195395,0.06224951461651586,0.034468178346927635,0.034468178346927635,8035
final_ranker_two_tower_hybrid,50,0.2998133167392657,0.08883219047117316,0.03865808041584241,0.03865808041584241,8035
final_ranker_ensemble,10,0.09943995021779714,0.04686727190008632,0.031142768246066235,0.031142768246066235,8035
final_ranker_ensemble,20,0.16726820161792158,0.06388851186027432,0.03574663924282748,0.03574663924282748,8035
final_ranker_ensemble,50,0.30329807093963906,0.09077541802118115,0.04002097540809276,0.04002097540809276,8035
