model,k,recall,hitrate,ndcg,map,mrr,users
final_retrieval_two_tower_faiss_hybrid,10,0.059489732420659615,0.059489732420659615,0.028926913018701393,0.019783684475657065,0.019783684475657065,8035
final_retrieval_two_tower_faiss_hybrid,20,0.10528935905413815,0.10528935905413815,0.040378774495879795,0.022859971864000277,0.022859971864000277,8035
final_retrieval_two_tower_faiss_hybrid,50,0.20510267579340385,0.20510267579340385,0.06008704375435811,0.025983689329172128,0.025983689329172128,8035
final_ranker_two_tower_hybrid,10,0.08014934660858743,0.08014934660858743,0.038326787704745235,0.0257598700131369,0.0257598700131369,8035
final_ranker_two_tower_hybrid,20,0.1355320472930927,0.1355320472930927,0.05220584618609583,0.0295051216734217,0.0295051216734217,8035
final_ranker_two_tower_hybrid,50,0.24119477286869945,0.24119477286869945,0.07294597854168952,0.032743108818225224,0.032743108818225224,8035
final_ranker_ensemble,10,0.07853142501555693,0.07853142501555693,0.037754188959356186,0.02555797552375022,0.02555797552375022,8035
final_ranker_ensemble,20,0.13515868077162416,0.13515868077162416,0.0520175077789131,0.029446546996579632,0.029446546996579632,8035
final_ranker_ensemble,50,0.2418170504044804,0.2418170504044804,0.07297613561470699,0.03272627098212662,0.03272627098212662,8035
