model,k,recall,hitrate,ndcg,map,mrr,users
baseline_retrieval_als,10,0.08002489110143124,0.08002489110143124,0.038951809201110445,0.026690224316235477,0.026690224316235477,8035
baseline_retrieval_als,20,0.14573739887990045,0.14573739887990045,0.05531455794398485,0.031050630926411433,0.031050630926411433,8035
baseline_retrieval_als,50,0.2884878655880523,0.2884878655880523,0.08349390191341381,0.035515162799338806,0.035515162799338806,8035
baseline_ranker,10,0.09894212818917238,0.09894212818917238,0.04712524645359401,0.03161643997984998,0.03161643997984998,8035
baseline_ranker,20,0.16627255756067205,0.16627255756067205,0.06404608638613192,0.03620693528050264,0.03620693528050264,8035
baseline_ranker,50,0.2989421281891724,0.2989421281891724,0.09020453133844225,0.04033561206959519,0.04033561206959519,8035
