model,k,recall,hitrate,ndcg,map,mrr,users
baseline_retrieval_als,10,0.08002489110143124,0.08002489110143124,0.038951809201110445,0.026690224316235477,0.026690224316235477,8035
baseline_retrieval_als,20,0.14573739887990045,0.14573739887990045,0.05531455794398485,0.031050630926411433,0.031050630926411433,8035
baseline_retrieval_als,50,0.2884878655880523,0.2884878655880523,0.08349390191341381,0.035515162799338806,0.035515162799338806,8035
baseline_ranker,10,0.09894212818917238,0.09894212818917238,0.04712524645359401,0.03161643997984998,0.03161643997984998,8035
baseline_ranker,20,0.16627255756067205,0.16627255756067205,0.06404608638613192,0.03620693528050264,0.03620693528050264,8035
baseline_ranker,50,0.2989421281891724,0.2989421281891724,0.09020453133844225,0.04033561206959519,0.04033561206959519,8035
final_retrieval_two_tower_faiss_hybrid3,10,0.08039825762289982,0.08039825762289982,0.0386515870458039,0.02624006084491456,0.02624006084491456,8035
final_retrieval_two_tower_faiss_hybrid3,20,0.13727442439327942,0.13727442439327942,0.05288854979835031,0.030071507095098725,0.030071507095098725,8035
final_retrieval_two_tower_faiss_hybrid3,50,0.2762912258867455,0.2762912258867455,0.08028261714528848,0.03438912321976666,0.03438912321976666,8035
final_ranker_two_tower_hybrid3,10,0.0969508400746733,0.0969508400746733,0.0467033838039501,0.031633774854061054,0.031633774854061054,8035
final_ranker_two_tower_hybrid3,20,0.16726820161792158,0.16726820161792158,0.0643439040814605,0.036404577319156646,0.036404577319156646,8035
final_ranker_two_tower_hybrid3,50,0.30392034847542004,0.30392034847542004,0.09138589306387819,0.040719538784778256,0.040719538784778256,8035
final_ranker_ensemble,10,0.0985687616677038,0.0985687616677038,0.04766673283619464,0.032336158275797305,0.032336158275797305,8035
final_ranker_ensemble,20,0.17212196639701308,0.17212196639701308,0.06611540715391387,0.03732309844695476,0.03732309844695476,8035
final_ranker_ensemble,50,0.30640945861854385,0.30640945861854385,0.09267997601852769,0.04155332807210684,0.04155332807210684,8035
