two_tower_weight,als_weight,k,ranker_recall,ranker_ndcg,ranker_map,ranker_mrr,retrieval_recall,retrieval_ndcg,tables_dir
0.45,0.55,20,0.1477286869943995,0.05594043011955765,0.03097538931754948,0.03097538931754948,0.12433105164903548,0.04793700984573807,outputs/gpu/tables/sweeps/tt_45_als_55
0.35,0.65,20,0.1449906658369633,0.05538951879760263,0.030945465258999664,0.030945465258999664,0.12769135034225265,0.049152281626790355,outputs/gpu/tables/sweeps/tt_35_als_65
0.55,0.44999999999999996,20,0.14200373366521468,0.05425576904195459,0.030335134850052146,0.030335134850052146,0.1209707529558183,0.04628803516729731,outputs/gpu/tables/sweeps/tt_55_als_45
