baseline_weight,final_weight,k,ranker_recall,ranker_ndcg,ranker_map,ranker_mrr,tables_dir
0.45,0.55,20,0.1462352209085252,0.056501245519322014,0.032052357108574,0.032052357108574,outputs/gpu/tables/ens_sweeps/ens_b45_f55
0.55,0.44999999999999996,20,0.14735532047293093,0.05625918595746962,0.03149212222977634,0.03149212222977634,outputs/gpu/tables/ens_sweeps/ens_b55_f45
0.65,0.35,20,0.14387056627255757,0.05602206580670123,0.032106536998582416,0.032106536998582416,outputs/gpu/tables/ens_sweeps/ens_b65_f35
0.75,0.25,20,0.14561294337274425,0.05576985291470042,0.031344280876859885,0.031344280876859885,outputs/gpu/tables/ens_sweeps/ens_b75_f25
