model,k,recall,hitrate,ndcg,map,mrr,users
final_retrieval_two_tower_faiss,10,0.0431865724294149,0.0431865724294149,0.021070188449646254,0.01446640494236687,0.01446640494236687,161578
final_retrieval_two_tower_faiss,20,0.074948322172573,0.074948322172573,0.029023133611564264,0.016608840415959523,0.016608840415959523,161578
final_ranker_two_tower,10,0.05826907128445704,0.05826907128445704,0.029871896939194578,0.02131233929575921,0.02131233929575921,161578
final_ranker_two_tower,20,0.09016697817772222,0.09016697817772222,0.03789188354742506,0.023490387662134883,0.023490387662134883,161578
