model,k,recall,hitrate,ndcg,map,mrr,users
final_retrieval_two_tower_faiss,10,0.04316181658394088,0.04316181658394088,0.021063063915289455,0.014463944093441778,0.014463944093441778,161578
final_retrieval_two_tower_faiss,20,0.07441607149488173,0.07441607149488173,0.028894143542935853,0.016576250172394398,0.016576250172394398,161578
final_ranker_two_tower,10,0.05599153350084789,0.05599153350084789,0.028776019193938275,0.02056647366930952,0.02056647366930952,161578
final_ranker_two_tower,20,0.0860079961380881,0.0860079961380881,0.036330621317198414,0.02262180878096965,0.02262180878096965,161578
