model,k,recall,ndcg,map,mrr,users
baseline_retrieval_als,10,0.08002489110143124,0.03889172010450743,0.0266115506563546,0.0266115506563546,8035
baseline_retrieval_als,20,0.14586185438705662,0.05528258456128246,0.03097851351899529,0.03097851351899529,8035
baseline_retrieval_als,50,0.2891101431238332,0.08354273911677741,0.035448899642018514,0.035448899642018514,8035
baseline_ranker,10,0.09757311761045426,0.045998068135871026,0.03048863602690604,0.03048863602690604,8035
baseline_ranker,20,0.16303671437461106,0.062342611408122126,0.034868747608550764,0.034868747608550764,8035
baseline_ranker,50,0.29931549471064095,0.08920785195545382,0.039107323869569346,0.039107323869569346,8035
final_retrieval_two_tower_faiss_hybrid,10,0.07504667081518357,0.036734613364795776,0.02532081864066925,0.02532081864066925,8035
final_retrieval_two_tower_faiss_hybrid,20,0.13391412570006223,0.05148935008256045,0.02930319461660194,0.02930319461660194,8035
final_retrieval_two_tower_faiss_hybrid,50,0.2729309271935283,0.07886355657132467,0.03360938360365631,0.03360938360365631,8035
final_ranker_two_tower_hybrid,10,0.09483509645301805,0.04478511647893687,0.029808674351300316,0.029808674351300316,8035
final_ranker_two_tower_hybrid,20,0.16664592408214063,0.06279730774874336,0.03467705079846521,0.03467705079846521,8035
final_ranker_two_tower_hybrid,50,0.3016801493466086,0.08943879670823301,0.03889242026083351,0.03889242026083351,8035
final_ranker_ensemble,10,0.09894212818917238,0.04641051462941179,0.03064593395956176,0.03064593395956176,8035
final_ranker_ensemble,20,0.16639701306782825,0.06330808619616848,0.03520161949487205,0.03520161949487205,8035
final_ranker_ensemble,50,0.3055382700684505,0.09081178896268441,0.03957377431847243,0.03957377431847243,8035
