model,k,recall,hitrate,ndcg,map,mrr,users
baseline_retrieval_als,10,0.07803360298693217,0.07803360298693217,0.03698276770723555,0.02477859760373758,0.02477859760373758,8035
baseline_retrieval_als,20,0.1310516490354698,0.1310516490354698,0.0502230793628119,0.02832674143669865,0.02832674143669865,8035
baseline_retrieval_als,50,0.2517734909769757,0.2517734909769757,0.07401618781483037,0.03208104092483194,0.03208104092483194,8035
baseline_ranker,10,0.08487865588052271,0.08487865588052271,0.040480368759038717,0.027237285289556535,0.027237285289556535,8035
baseline_ranker,20,0.14287492221530804,0.14287492221530804,0.055049114667242646,0.031185643480007665,0.031185643480007665,8035
baseline_ranker,50,0.26222775357809586,0.26222775357809586,0.07848646802994462,0.034847925397695025,0.034847925397695025,8035
final_retrieval_two_tower_faiss_hybrid3,10,0.07566894835096453,0.07566894835096453,0.03641657840571515,0.024675329165061557,0.024675329165061557,8035
final_retrieval_two_tower_faiss_hybrid3,20,0.1298070939639079,0.1298070939639079,0.04992633148949732,0.028290236107616926,0.028290236107616926,8035
final_retrieval_two_tower_faiss_hybrid3,50,0.24940883634100808,0.24940883634100808,0.07348351322633845,0.03199885341302607,0.03199885341302607,8035
final_ranker_two_tower_hybrid3,10,0.08836341008089608,0.08836341008089608,0.043078351569841786,0.02945486512381342,0.02945486512381342,8035
final_ranker_two_tower_hybrid3,20,0.15146235220908524,0.15146235220908524,0.05891406385844486,0.03374059126953293,0.03374059126953293,8035
final_ranker_two_tower_hybrid3,50,0.27268201617921595,0.27268201617921595,0.0827051171130703,0.037452543221134824,0.037452543221134824,8035
final_ranker_ensemble,10,0.08836341008089608,0.08836341008089608,0.04280212832142496,0.02910979741409107,0.02910979741409107,8035
final_ranker_ensemble,20,0.14847542003733666,0.14847542003733666,0.05786618880764271,0.033173202583584936,0.033173202583584936,8035
final_ranker_ensemble,50,0.2734287492221531,0.2734287492221531,0.08249407632820065,0.03706074628002071,0.03706074628002071,8035
