model,k,recall,ndcg,map,mrr,users
baseline_retrieval_als,10,0.07952706907280647,0.03665816843516456,0.023905285408085626,0.023905285408085626,8035
baseline_retrieval_als,20,0.1403858120721842,0.05182056808795073,0.02795105659803643,0.02795105659803643,8035
baseline_retrieval_als,50,0.27952706907280644,0.07922864762329927,0.03226757629517784,0.03226757629517784,8035
baseline_ranker,10,0.08823895457373988,0.04081487626915153,0.026745340326547493,0.026745340326547493,8035
baseline_ranker,20,0.1538270068450529,0.05719275546673298,0.03113352909726071,0.03113352909726071,8035
baseline_ranker,50,0.2872433105164904,0.08352771858442061,0.035300220186034785,0.035300220186034785,8035
final_retrieval_two_tower_faiss_hybrid,10,0.07205973864343497,0.03362466764557347,0.022230914352880715,0.022230914352880715,8035
final_retrieval_two_tower_faiss_hybrid,20,0.13378967019290602,0.049175615332820125,0.026471300433845286,0.026471300433845286,8035
final_retrieval_two_tower_faiss_hybrid,50,0.2637212196639701,0.0746580362199466,0.030438224176089258,0.030438224176089258,8035
final_ranker_two_tower_hybrid,10,0.0866210329807094,0.04185348797628469,0.028431959384043914,0.028431959384043914,8035
final_ranker_two_tower_hybrid,20,0.15270690728064718,0.05835786671851937,0.03285177195403059,0.03285177195403059,8035
final_ranker_two_tower_hybrid,50,0.2882389545737399,0.08504188784281104,0.03704816681223941,0.03704816681223941,8035
final_ranker_ensemble,10,0.08911014312383322,0.042416134214660124,0.028431811222725905,0.028431811222725905,8035
final_ranker_ensemble,20,0.1538270068450529,0.05865132719354925,0.03282085478791643,0.03282085478791643,8035
final_ranker_ensemble,50,0.2923459863098942,0.08598135212416887,0.03714512085412865,0.03714512085412865,8035
