baseline_weight,final_weight,calib_ndcg_mean,calib_ndcg_std
0.55,0.44999999999999996,0.06168740898672481,0.002201102873549507
0.65,0.35,0.061330077522217655,0.002278952733823645
0.45,0.55,0.060979706694858866,0.0023283795013096173
