model,recall_mean,recall_std,ndcg_mean,ndcg_std,map_mean,map_std,mrr_mean,mrr_std
final_ranker_ensemble,0.15627463181912468,0.010963628394242107,0.05986869892257382,0.003842434934054914,0.03365645411627482,0.0019389261580505886,0.03365645411627482,0.0019389261580505886
final_ranker_two_tower_hybrid,0.155196017423771,0.01065749067682517,0.05869419840636079,0.0027957085811693367,0.03251854698698615,0.000715788985045637,0.03251854698698615,0.000715788985045637
baseline_ranker,0.15208462974486622,0.012091414574620468,0.058582187836371015,0.004171059770849832,0.03319080735934435,0.0021421060560301553,0.03319080735934435,0.0021421060560301553
baseline_retrieval_als,0.1390168014934661,0.00749631380031143,0.05240606680460391,0.0025169868737197607,0.029062702163551585,0.0015971204887202353,0.029062702163551585,0.0015971204887202353
final_retrieval_two_tower_faiss_hybrid,0.13080273802115744,0.005412026112049512,0.049505853332508086,0.0016672405389214536,0.027609683897239695,0.0013841239476544912,0.027609683897239695,0.0013841239476544912
