model,k,recall,ndcg,map,mrr,users
baseline_retrieval_als,10,0.08014934660858743,0.0390512782958226,0.026788060173249938,0.026788060173249938,8035
baseline_retrieval_als,20,0.14561294337274425,0.05535631230594455,0.031135390373885474,0.031135390373885474,8035
baseline_retrieval_als,50,0.2878655880522713,0.08344369048414804,0.03558744908109614,0.03558744908109614,8035
baseline_ranker,10,0.09769757311761046,0.04675929469581064,0.03151351725091607,0.03151351725091607,8035
baseline_ranker,20,0.16502800248911015,0.06355578944114794,0.036006463968215954,0.036006463968215954,8035
baseline_ranker,50,0.2998133167392657,0.09012500908874137,0.04020497559606127,0.04020497559606127,8035
final_retrieval_two_tower_faiss_hybrid,10,0.07492221530802738,0.03683789105659879,0.02548211692891215,0.02548211692891215,8035
final_retrieval_two_tower_faiss_hybrid,20,0.1342874922215308,0.05170752293931624,0.029490185012122735,0.029490185012122735,8035
final_retrieval_two_tower_faiss_hybrid,50,0.2719352831362788,0.07881663184758028,0.03375507066016135,0.03375507066016135,8035
final_ranker_two_tower_hybrid,10,0.09620410703173615,0.044319975954850405,0.02882596971582653,0.02882596971582653,8035
final_ranker_two_tower_hybrid,20,0.16614810205351588,0.06183896961850224,0.03354829998363703,0.03354829998363703,8035
final_ranker_two_tower_hybrid,50,0.3046670815183572,0.08910508047969799,0.03783870816574433,0.03783870816574433,8035
final_ranker_ensemble,10,0.09682638456751712,0.04658119245528171,0.03151006015349508,0.03151006015349508,8035
final_ranker_ensemble,20,0.16453018046048537,0.0636090302560413,0.036136895478259,0.036136895478259,8035
final_ranker_ensemble,50,0.3044181705040448,0.09133009748546687,0.04057191197715695,0.04057191197715695,8035
