profile,pipeline_s,recall20,ndcg20,map20,recall_delta_vs_speed150,ndcg_delta_vs_speed150,time_delta_vs_speed150
speed150,134.3,0.0860079961380881,0.0363306213171984,0.0226218087809696,0.0,0.0,0.0
speed150_quality,145.2,0.0901669781777222,0.037891883547425,0.0234903876621348,0.004158982039634107,0.0015612622302266024,10.899999999999977
