two_tower_weight,als_weight,k,ranker_recall,ranker_ndcg,ranker_map,ranker_mrr,retrieval_recall,retrieval_ndcg,tables_dir
0.35,0.65,20,0.14710640945861855,0.05582506910666001,0.030987703728706212,0.030987703728706212,0.12868699439950218,0.050657851639047374,outputs/tables/sweeps/tt_35_als_65
0.45,0.55,20,0.1436216552582452,0.055650029959597794,0.031732735164027415,0.031732735164027415,0.12594897324206597,0.049666104363091636,outputs/tables/sweeps/tt_45_als_55
0.55,0.44999999999999996,20,0.1449906658369633,0.05541264295476996,0.03108902046730643,0.03108902046730643,0.12333540759178593,0.04726697903491635,outputs/tables/sweeps/tt_55_als_45
