model,k,recall,hitrate,ndcg,map,mrr,users
baseline_retrieval_als,10,0.07790914747977598,0.07790914747977598,0.03694415755646683,0.02476960915044297,0.02476960915044297,8035
baseline_retrieval_als,20,0.13080273802115744,0.13080273802115744,0.050152982060446154,0.028309323819384304,0.028309323819384304,8035
baseline_retrieval_als,50,0.25152457996266336,0.25152457996266336,0.07396257906863313,0.032073559456759854,0.032073559456759854,8035
baseline_ranker,10,0.08425637834474176,0.08425637834474176,0.04036854325614683,0.027268942424511763,0.027268942424511763,8035
baseline_ranker,20,0.14138145612943373,0.14138145612943373,0.054696048746777345,0.031139802421987894,0.031139802421987894,8035
baseline_ranker,50,0.26048537647790915,0.26048537647790915,0.07816572063296531,0.03484020459424119,0.03484020459424119,8035
final_retrieval_two_tower_faiss_hybrid3,10,0.07554449284380833,0.07554449284380833,0.03637877801554801,0.02466530358254064,0.02466530358254064,8035
final_retrieval_two_tower_faiss_hybrid3,20,0.13005600497822029,0.13005600497822029,0.04997638302955358,0.028301193355454807,0.028301193355454807,8035
final_retrieval_two_tower_faiss_hybrid3,50,0.25003111387678906,0.25003111387678906,0.07358532539746324,0.03200903979272355,0.03200903979272355,8035
final_ranker_two_tower_hybrid3,10,0.0878655880522713,0.0878655880522713,0.0422453120371609,0.02859671476970786,0.02859671476970786,8035
final_ranker_two_tower_hybrid3,20,0.1494710640945862,0.1494710640945862,0.05769320407357603,0.03277103795559232,0.03277103795559232,8035
final_ranker_two_tower_hybrid3,50,0.27218419415059114,0.27218419415059114,0.08184681094754209,0.03657155136732282,0.03657155136732282,8035
final_ranker_ensemble,10,0.08574984443061605,0.08574984443061605,0.041028050443054596,0.027651248012168936,0.027651248012168936,8035
final_ranker_ensemble,20,0.1476042314872433,0.1476042314872433,0.056595385603122425,0.031886568322122104,0.031886568322122104,8035
final_ranker_ensemble,50,0.2716863721219664,0.2716863721219664,0.08099567224137763,0.035715264248180105,0.035715264248180105,8035
