model,k,recall,ndcg,map,mrr,users
baseline_retrieval_als,10,0.07803360298693217,0.03703405411161073,0.024847739552157688,0.024847739552157688,8035
baseline_retrieval_als,20,0.13080273802115744,0.05021898045284275,0.02838455211728297,0.02838455211728297,8035
baseline_retrieval_als,50,0.25164903546981954,0.07404858594200296,0.03214977138858602,0.03214977138858602,8035
baseline_ranker,10,0.08263845675171126,0.039628389515417244,0.026719412095889964,0.026719412095889964,8035
baseline_ranker,20,0.14051026757934038,0.054158454895208645,0.03065594429419201,0.03065594429419201,8035
baseline_ranker,50,0.2614810205351587,0.07802251113639193,0.03443279602737514,0.03443279602737514,8035
final_retrieval_two_tower_faiss_hybrid,10,0.06981953951462352,0.034211146606346894,0.023513645657391734,0.023513645657391734,8035
final_retrieval_two_tower_faiss_hybrid,20,0.12433105164903548,0.047924074966393546,0.027238214641573767,0.027238214641573767,8035
final_retrieval_two_tower_faiss_hybrid,50,0.24679527069072807,0.07204451171221363,0.031036673466420372,0.031036673466420372,8035
final_ranker_two_tower_hybrid,10,0.08587429993777225,0.04108006354084343,0.02765885362649515,0.02765885362649515,8035
final_ranker_two_tower_hybrid,20,0.14797759800871188,0.056682714117504314,0.03188931921087196,0.03188931921087196,8035
final_ranker_two_tower_hybrid,50,0.2658369632856254,0.07988136009318157,0.03553671037814184,0.03553671037814184,8035
final_ranker_ensemble,10,0.08761667703795893,0.04128241458493471,0.02744856332908599,0.02744856332908599,8035
final_ranker_ensemble,20,0.14735532047293093,0.05625918595746962,0.03149212222977634,0.03149212222977634,8035
final_ranker_ensemble,50,0.2685749844430616,0.08018043989486358,0.035279113823726733,0.035279113823726733,8035
