model,k,recall,hitrate,ndcg,map,mrr,users
baseline_retrieval_als,10,0.07803360298693217,0.07803360298693217,0.03703109475015773,0.02483420748510975,0.02483420748510975,8035
baseline_retrieval_als,20,0.1310516490354698,0.1310516490354698,0.05026942723085339,0.028380389913042155,0.028380389913042155,8035
baseline_retrieval_als,50,0.2523957685127567,0.2523957685127567,0.07417759796276906,0.03215057922295253,0.03215057922295253,8035
baseline_ranker,10,0.08313627878033603,0.08313627878033603,0.04041801510066581,0.0276676445313657,0.0276676445313657,8035
baseline_ranker,20,0.140261356565028,0.140261356565028,0.0547541588986196,0.03154394612740066,0.03154394612740066,8035
baseline_ranker,50,0.2606098319850653,0.2606098319850653,0.07850536148421426,0.03530180371229019,0.03530180371229019,8035
final_retrieval_two_tower_faiss_hybrid3,10,0.07293092719352831,0.07293092719352831,0.03549381044022515,0.024263638249325824,0.024263638249325824,8035
final_retrieval_two_tower_faiss_hybrid3,20,0.12918481642812696,0.12918481642812696,0.0495720569086102,0.028051234604525056,0.028051234604525056,8035
final_retrieval_two_tower_faiss_hybrid3,50,0.24965774735532048,0.24965774735532048,0.07329946062601368,0.03178461843241046,0.03178461843241046,8035
final_ranker_two_tower_hybrid3,10,0.0894835096453018,0.0894835096453018,0.04344041612674253,0.029625497575093033,0.029625497575093033,8035
final_ranker_two_tower_hybrid3,20,0.146110765401369,0.146110765401369,0.05767345172071509,0.03348753206496798,0.03348753206496798,8035
final_ranker_two_tower_hybrid3,50,0.27230864965774737,0.27230864965774737,0.0825312004373477,0.03740217833038778,0.03740217833038778,8035
final_ranker_ensemble,10,0.08873677660236466,0.08873677660236466,0.042726953371265024,0.028991218972550577,0.028991218972550577,8035
final_ranker_ensemble,20,0.1478531425015557,0.1478531425015557,0.05751585907193958,0.032967846387820084,0.032967846387820084,8035
final_ranker_ensemble,50,0.26932171748599876,0.26932171748599876,0.08144319281080747,0.0367360784307159,0.0367360784307159,8035
