model,k,recall,hitrate,ndcg,map,mrr,users
baseline_retrieval_als,10,0.08014934660858743,0.08014934660858743,0.036850630036741217,0.02398297132584622,0.02398297132584622,8035
baseline_retrieval_als,20,0.1403858120721842,0.1403858120721842,0.05183500536807543,0.02796908638600655,0.02796908638600655,8035
baseline_retrieval_als,50,0.27940261356565027,0.27940261356565027,0.07922448244689362,0.03228472241444239,0.03228472241444239,8035
baseline_ranker,10,0.08911014312383322,0.08911014312383322,0.041916740864326354,0.027782963423909224,0.027782963423909224,8035
baseline_ranker,20,0.1538270068450529,0.1538270068450529,0.058123260151321736,0.03214919139820066,0.03214919139820066,8035
baseline_ranker,50,0.28886123210952086,0.28886123210952086,0.08481026165922645,0.036389730079671084,0.036389730079671084,8035
final_retrieval_two_tower_faiss_hybrid3,10,0.07654013690105788,0.07654013690105788,0.035683058560828755,0.023573206507245047,0.023573206507245047,8035
final_retrieval_two_tower_faiss_hybrid3,20,0.13690105787181084,0.13690105787181084,0.05086656351587683,0.027700874736372488,0.027700874736372488,8035
final_retrieval_two_tower_faiss_hybrid3,50,0.26994399502177974,0.26994399502177974,0.07696783085409822,0.03177015339497431,0.03177015339497431,8035
final_ranker_two_tower_hybrid3,10,0.09520846297448662,0.09520846297448662,0.04604867159100007,0.03134569986467924,0.03134569986467924,8035
final_ranker_two_tower_hybrid3,20,0.15581829495955196,0.15581829495955196,0.061212987598411976,0.03542433255857107,0.03542433255857107,8035
final_ranker_two_tower_hybrid3,50,0.29495955196017426,0.29495955196017426,0.08871838958894754,0.03979895832049115,0.03979895832049115,8035
final_ranker_ensemble,10,0.09520846297448662,0.09520846297448662,0.04488311800053878,0.0297966732845388,0.0297966732845388,8035
final_ranker_ensemble,20,0.16004978220286248,0.16004978220286248,0.06114226081008195,0.03418820552993123,0.03418820552993123,8035
final_ranker_ensemble,50,0.29620410703173616,0.29620410703173616,0.0879930710272589,0.038429751281717356,0.038429751281717356,8035
